"","i","iter","Vslope_x","Vint_x","Kslope_x","Kint_x","Tau_x","CUE_x","desorb_x","fPHYS_x","slope","r2","RMSE","MICpropSOC","LITpropSOC","SOMpTO","improve"
"1",0,1,1,1,1,1,1,1,1,1,0,0,3.5,0,0,0,1
"2",1,1,1.67454981186893,3.9411211166298,0.958369023399428,2.24643903647899,1,1,1,1,0.42,0.157,4.0539723995289,0.0510246148762037,1.34131377414427e-05,NA,0
"3",1,2,1,1,1,1,1.00374952533748,1.02893097952474,1,1,1.35,0.668,1.92110247560618,0.00912056565017663,0.273410523932242,NA,1
"4",1,3,1,1,1,1,1.00374952533748,1.02893097952474,0.615709365089424,0.712478142557666,1.04,0.595,2.09179652367174,0.00860416383482955,0.269262831301591,NA,0
"5",2,4,2.69676790595986,1.88475281768478,3.59435681556351,1.07430910608033,1.00374952533748,1.02893097952474,1,1,0.42,0.167,3.96515188673435,0.0475069579442116,0.0195874312754677,NA,0
"6",2,5,1,1,1,1,1.19668596882839,0.302562822704203,1,1,0.42,0.735,14.0954097152258,0.000306016002988212,0.656934662567671,NA,0
"7",2,6,1,1,1,1,1.00374952533748,1.02893097952474,2.06790501333307,1.05929987099953,1.99,0.773,1.76100001771038,0.0105277615957539,0.297928871685985,NA,1
"8",3,7,2.63512090733275,0.747419643215835,0.619146684883162,0.426029196633026,1.00374952533748,1.02893097952474,2.06790501333307,1.05929987099953,0.67,0.566,2.77745603312165,0.0294487289690891,0.223010461139368,NA,0
"9",3,8,1,1,1,1,1.21613869778812,2.68499053879641,2.06790501333307,1.05929987099953,0,0.514,2411.82116731289,0,1,NA,0
"10",3,9,1,1,1,1,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1.93,0.773,1.75637434709262,0.0105296892086406,0.28775053135879,NA,1
"11",4,10,2.57239174121059,0.880973672377877,1.17267595836893,0.50215499325539,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1.46,0.644,3.18339923508794,0.0345382414778351,0.202604147405015,NA,0
"12",4,11,1,1,1,1,0.902479981118813,1.57672566564288,2.62601282212418,1.43520662041847,0.01,0.043,14.324379085379,0.0543784420627877,0.0386377520541832,NA,0
"13",4,12,1,1,1,1,1.00374952533748,1.02893097952474,2.10119067814667,2.49855630334932,1.27,0.677,2.07706062974647,0.00968637605735155,0.247572092742485,NA,0
"14",5,13,1.3871862461092,2.00220031745266,1.57941476523411,1.14125418094802,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.85,0.173,4.3796191920028,0.090503729784638,0.0243136001942225,NA,0
"15",5,14,1,1,1,1,0.118670578487217,2.37711172886193,2.62601282212418,1.43520662041847,0,0.515,2412.25044329864,0,1,NA,0
"16",5,15,1,1,1,1,1.00374952533748,1.02893097952474,1.18583648048807,2.45593316904269,0.79,0.564,2.6553099927611,0.0079105596533015,0.226177373517659,NA,0
"17",6,16,2.91015314904507,1.91548221476842,1.34814752987586,1.091824862418,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.99,0.198,4.37196599304984,0.0884651974929501,0.0287678699118855,NA,0
"18",6,17,1,1,1,1,1.34641633306164,0.961051749391481,2.62601282212418,1.43520662041847,1.43,0.785,2.49587734870141,0.00479231057940707,0.337854462405166,NA,0
"19",6,18,1,1,1,1,1.00374952533748,1.02893097952474,2.97423577776644,0.653111097752117,2.24,0.789,1.80194770390616,0.0117256875717024,0.329642533410269,NA,0
"20",7,19,2.81501439865679,0.850037191063166,0.735031155869365,0.484521198906004,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.93,0.577,3.09570257262756,0.0369527789991817,0.193103793861542,NA,0
"21",7,20,1,1,1,1,1.3113771433942,1.03465560690966,2.62601282212418,1.43520662041847,1.56,0.781,2.1354882775969,0.00660660109084087,0.292329472066105,NA,0
"22",7,21,1,1,1,1,1.00374952533748,1.02893097952474,1.83499616037589,2.88677111717407,1.01,0.624,2.38137268828247,0.00898740785304232,0.235048395189837,NA,0
"23",8,22,1.66960754280444,1.41977366595529,2.05719035991933,0.809270989594515,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1.3,0.257,4.20685685662284,0.0606721508841788,0.118424384401032,NA,0
"24",8,23,1,1,1,1,1.81148956380785,1.94637244427577,2.62601282212418,1.43520662041847,0,0.514,2411.84042906806,0,1,NA,0
"25",8,24,1,1,1,1,1.00374952533748,1.02893097952474,2.56568548379,1.66192204914987,1.82,0.763,1.77232747762978,0.0102876758997205,0.278632196662331,NA,0
"26",9,25,3.57796014414635,1.87571744795423,3.35005867050495,1.06915894533391,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1,0.199,4.36784127832963,0.0875315664109613,0.0318238836030887,NA,0
"27",9,26,1,1,1,1,0.14999670884572,1.2450779796578,2.62601282212418,1.43520662041847,0.42,0.232,3.23917090015176,0.285036003844506,0.0621805213313294,NA,0
"28",9,27,1,1,1,1,1.00374952533748,1.02893097952474,2.22288272951264,2.32631348564755,1.45,0.715,1.94711653267775,0.00947685772064058,0.254997602656123,NA,0
"29",10,28,3.95448090741411,1.65806038363371,1.61537080549169,0.945094418671215,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1.49,0.283,4.3101836362307,0.0799216976117124,0.0532612396450505,NA,0
"30",10,29,1,1,1,1,0.93903935290873,1.98585248063318,2.62601282212418,1.43520662041847,0,0.515,2411.8852497198,0,1,NA,0
"31",10,30,1,1,1,1,1.00374952533748,1.02893097952474,0.508777011558413,2.04240309016313,0.3,0.384,4.55359554963126,0.00603462627488405,0.190182460657853,NA,0
"32",11,31,1.75778397335671,3.8171506493818,0.923695303266868,2.17577587014763,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.82,0.168,4.40500268390833,0.0943131435604282,5.5545554628884e-05,NA,0
"33",11,32,1,1,1,1,1.03459627900738,0.943212161934935,2.62601282212418,1.43520662041847,1.8,0.788,1.81576676373474,0.00733732410135846,0.341422254287316,NA,0
"34",11,33,1,1,1,1,1.00374952533748,1.02893097952474,1.12241013196763,0.371109567023814,2.15,0.781,1.78426814021591,0.011161013680563,0.326361719381103,NA,0
"35",12,34,3.65772686793935,2.54324279318098,3.06737329822499,1.44964839211316,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.81,0.166,4.39979105660259,0.0972798265426589,0.00374412780547306,NA,0
"36",12,35,1,1,1,1,2.36798542013858,2.73376666987315,2.62601282212418,1.43520662041847,0,0.514,2411.79895030619,0,1,NA,0
"37",12,36,1,1,1,1,1.00374952533748,1.02893097952474,2.48752968341578,0.560488448431715,2.25,0.79,1.80272752129601,0.0117127976016876,0.331828486033603,NA,0
"38",13,37,1.13699610566255,3.39296216832008,2.51139304693788,1.93398843594245,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.8,0.163,4.40265244246915,0.0985875294865922,0.000208714725833988,NA,0
"39",13,38,1,1,1,1,2.1318561996799,2.68164102071896,2.62601282212418,1.43520662041847,0,0.514,2411.80158766235,0,1,NA,0
"40",13,39,1,1,1,1,1.00374952533748,1.02893097952474,2.30054533707444,1.08825109326281,0.39,0.511,2.88835169454354,0.0104301358025423,0.318404295320546,NA,0
"41",14,40,1.72738664364442,1.31007864128333,3.26134225958958,0.746744825531496,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.93,0.202,4.07308081120323,0.0476123396335968,0.165990377666635,NA,0
"42",14,41,1,1,1,1,0.501086248201318,0.771054338850081,2.62601282212418,1.43520662041847,2.93,0.799,2.21977351019608,0.0150471744520929,0.417773627158655,NA,0
"43",14,42,1,1,1,1,1.00374952533748,1.02893097952474,2.93235157111194,0.370121874869801,2.29,0.784,1.84376870839151,0.0123797045315988,0.34777971391219,NA,0
"44",15,43,1.62183872843161,3.70045862079132,1.09697084722575,2.10926141385105,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.58,0.122,4.40858457568125,0.0964108167936034,6.71774662939134e-05,NA,0
"45",15,44,1,1,1,1,2.01185735811014,2.32554182319436,2.62601282212418,1.43520662041847,0,0.514,2411.80994620136,0,1,NA,0
"46",15,45,1,1,1,1,1.00374952533748,1.02893097952474,1.33277601876762,0.1904643421527,2.33,0.789,1.83731352850982,0.0123258767430771,0.349843340385445,NA,0
"47",16,46,2.24182388803456,1.40870674303733,2.04715827468317,0.802962843531277,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1.67,0.317,4.21161571211433,0.063738645000256,0.106984413819566,NA,0
"48",16,47,1,1,1,1,2.48446872530039,2.66400582033675,2.62601282212418,1.43520662041847,0,0.514,2411.79883224833,0,1,NA,0
"49",16,48,1,1,1,1,1.00374952533748,1.02893097952474,0.520986442803405,2.78166269387584,0.22,0.35,5.81641952958596,0.00555625109634492,0.173962077047265,NA,0
"50",17,49,3.20294774242211,2.11479838564992,3.24291823501699,1.20543507982045,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.87,0.176,4.38853941270693,0.0932456996837333,0.0154108178257987,NA,0
"51",17,50,1,1,1,1,2.02222329697106,1.70048379537184,2.62601282212418,1.43520662041847,0,0.515,2411.97705043772,0,1,NA,0
"52",17,51,1,1,1,1,1.00374952533748,1.02893097952474,2.71457392806187,0.146755072264932,2.29,0.772,1.88770113176263,0.0131144639185374,0.363754443200778,NA,0
"53",18,52,3.141868015402,3.73836455645505,1.81069449556526,2.13086779717938,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.75,0.152,4.39889813227471,0.102711901123873,4.89372424499604e-05,NA,0
"54",18,53,1,1,1,1,1.84248890050221,0.804438720550388,2.62601282212418,1.43520662041847,0.82,0.763,6.07524557978805,0.00144655789415012,0.432097284599821,NA,0
"55",18,54,1,1,1,1,1.00374952533748,1.02893097952474,0.940868162875995,0.52530427116435,1.82,0.738,1.79118105089947,0.0102048530816815,0.305574250008636,NA,0
"56",19,55,3.1779202693142,0.908420008607209,2.84725608758163,0.517799404906109,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1.88,0.679,3.27609729905689,0.0343594662745112,0.206903551656268,NA,0
"57",19,56,1,1,1,1,1.7362735478906,0.536851097666659,2.62601282212418,1.43520662041847,0.52,0.744,11.0120646560392,0.000511020260500026,0.563859161025984,NA,0
"58",19,57,1,1,1,1,1.00374952533748,1.02893097952474,1.17895950383972,2.97135727459099,0.65,0.529,3.08635966047841,0.0074715187234652,0.216591146731709,NA,0
"59",20,58,1.82145545340609,0.946157823200338,3.38252019614447,0.539309959224192,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,1.24,0.313,3.22126419705789,0.0219613161530385,0.257454719307548,NA,0
"60",20,59,1,1,1,1,1.5461067753844,2.39070033296011,2.62601282212418,1.43520662041847,0,0.514,2411.81639717464,0,1,NA,0
"61",20,60,1,1,1,1,1.00374952533748,1.02893097952474,2.10330663756467,2.67070048518945,1.26,0.682,2.10761231723987,0.00940934301873808,0.242884267496284,NA,0
"62",21,61,1.11972946044989,2.94081150577404,3.84252526727505,1.6762625582912,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.79,0.162,4.40160933466686,0.098181525929167,0.00153104721277412,NA,0
"63",21,62,1,1,1,1,0.139534861966968,2.03107211240567,2.62601282212418,1.43520662041847,0,0.515,2412.41910841802,0,1,NA,0
"64",21,63,1,1,1,1,1.00374952533748,1.02893097952474,0.890905165183358,2.68888160206843,0.5,0.475,3.50059294240028,0.00697774621434901,0.207032482454637,NA,0
"65",22,64,3.81873926380649,2.19593964284286,3.26040501194075,1.25168559642043,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.86,0.175,4.39176214887939,0.094209712269511,0.0122846289541434,NA,0
"66",22,65,1,1,1,1,2.45728553610388,2.1908307921607,2.62601282212418,1.43520662041847,0,0.514,2411.80874491419,0,1,NA,0
"67",22,66,1,1,1,1,1.00374952533748,1.02893097952474,0.440383590967394,2.96782148326747,0.14,0.295,7.49621012867138,0.00504660222520974,0.160276335478573,NA,0
"68",23,67,0.758769045583904,0.696238699718378,2.34756633953657,0.396856058839476,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,-0.12,-0.095,3.36046399011986,0.00827629440005986,0.306510102811265,NA,0
"69",23,68,1,1,1,1,1.65409646683838,1.55646419581026,2.62601282212418,1.43520662041847,0.07,0.179,9.30044510789092,0.0238155887452639,0.0875711355192111,NA,0
"70",23,69,1,1,1,1,1.00374952533748,1.02893097952474,0.913225489319302,1.36502953297459,0.98,0.593,2.2169499420539,0.00831895573109665,0.249601555372128,NA,0
"71",24,70,1.80313345929608,2.3047455670312,0.921073989477009,1.31370497320779,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.83,0.169,4.39588364464397,0.09578752062044,0.00811051365774586,NA,0
"72",24,71,1,1,1,1,2.99632236687467,2.07569907351863,2.62601282212418,1.43520662041847,0,0.514,2411.8081441719,0,1,NA,0
"73",24,72,1,1,1,1,1.00374952533748,1.02893097952474,1.98145507148001,0.609832810307853,2.2,0.787,1.78480399512863,0.0112868545885256,0.323270528602097,NA,0
"74",25,73,0.886186969815753,2.42349249182735,3.18075770954601,1.38139072034159,1.00374952533748,1.02893097952474,2.62601282212418,1.43520662041847,0.77,0.159,4.39510497744979,0.0957928928033975,0.00919118849833452,NA,0
"75",25,74,1,1,1,1,1.00985493136104,2.10119049178902,2.62601282212418,1.43520662041847,0,0.515,2411.8584726239,0,1,NA,0
"76",25,75,1,1,1,1,1.00374952533748,1.02893097952474,1.61618372867815,1.50762016910594,1.53,0.713,1.86135849934845,0.00950439797063251,0.268804410222916,NA,0
